一丁点儿 (yi1,ding1,dian3,er5)
调人 (diao4,ren2)
调令 (diao4,ling4)
调任 (diao4,ren4)
调值 (diao4,zhi2)
调停 (tiao2,ting2)
调兵遣将 (diao4,bing1,qian3,jiang4)
调养 (tiao2,yang3)
调准 (tiao2,zhun3)
调函 (diao4,han2)
调制 (tiao2,zhi4)
调动 (diao4,dong4)
调匀 (tiao2,yun2)
调包 (diao4,bao1)
调卷 (diao4,juan4)
调取 (diao4,qu3)
调号 (diao4,hao4)
调味 (tiao2,wei4)
调嘴调舌 (tiao2,zui3,diao4,she2)
调回 (diao4,hui2)
调处 (tiao2,chu3)
调头 (diao4,tou2)
调子 (diao4,zi5)
调干 (diao4,gan4)
调度 (diao4,du4)
调式 (diao4,shi4)
调弦品竹 (diao4,xian2,pin3,zhu2)
调情 (tiao2,qing2)
调戏 (tiao2,xi4)
调换 (diao4,huan4)
调教 (tiao2,jiao4)
调整 (tiao2,zheng3)
调查 (diao4,cha2)
调查结果 (diao4,cha2,jie2,guo3)
调正 (diao4,zheng4)
调派 (diao4,pai4)
调温 (diao4,wen1)
调演 (diao4,yan3)
调用 (diao4,yong4)
调皮 (tiao2,pi2)
调研 (diao4,yan2)
调离 (diao4,li2)
调笑 (tiao2,xiao4)
调经 (diao4,jing1)
调职 (diao4,zhi2)
调虎离山 (diao4,hu3,li2,shan1)
调试 (tiao2,shi4)
调调 (tiao2,diao4)
调转 (diao4,zhuan3)
调运 (diao4,yun4)
调遣 (diao4,qian3)
调配 (diao4,pei4)
调门 (diao4,men2)
调门儿 (diao4,men2,er2)
调阅 (diao4,yue4)
调防 (diao4,fang2)
调集 (diao4,ji2)
调音 (tiao2,yin1)
谄上抑下 (chan3,shang4,yi5,xia4)
谈得来 (tan2,de5,lai2)
谈言微中 (tan2,yan2,wei1,zhong4)
谊切苔岑 (yi4,qie4,tai2,cen2)
谋为不轨 (mou2,wei2,bu4,gui3)
谋划 (mou2,hua4)
谋臣猛将 (mou2,chen2,meng3,jiang1)
谎称 (huang1,cheng1)
谎言 (huang1,yan2)
谜一样 (mi2,yi2,yang4)
谦受益 (qian4,shou4,yi4)
谩不经意 (man4,bu4,jing1,yi4)
谩天谩地 (man4,tian1,man4,di4)
谩藏诲盗 (man4,cang2,hui4,dao4)
谩辞哗说 (man4,ci2,hua2,shuo1)
谩骂 (man4,ma4)
谭言微中 (tan2,yan2,wei1,zhong4)
谷坊 (gu3,fang2)
豁亮 (huo4,liang4)
豁人耳目 (huo4,ren2,er3,mu4)
豁免 (huo4,mian3)
豁出 (huo4,chu1)
豁出去 (huo4,chu1,qu4)
豁口 (huo1,kou3)
豁拳 (huo2,quan2)
豁朗 (huo4,lang3)
豁然 (huo4,ran2)
豁达 (huo4,da2)
豆泡 (dou4,pao1)
豆腐 (dou4,fu5)
豆腐干 (dou4,fu3,gan4)
豆角儿 (dou4,jue2,er2)
豆重榆瞑 (dou4,chong2,yu2,ming2)
象煞有介事 (xiang4,sha4,you3,jie4,shi4)
豪兴 (hao2,xing4)
豪商巨贾 (hao2,shang1,ju4,jia3)
豪干暴取 (hao2,gan4,bao4,qu3)
豪横 (hao2,heng4)
豪横跋扈 (hao2,heng2,ba2,hu4)
貉子 (hao2,zi5)
貉绒 (hao2,rong2)
贝壳 (bei4,ke2)
贝阙珠宫 (bei4,que4,zhu1,gong1)
贞松劲柏 (zhen1,song1,jing4,bai3)
负任蒙劳 (fu4,ren4,meng2,lao2)
负俗之累 (fu4,su2,zhi1,lei4)
负债累累 (fu4,zhai4,lei4,lei4)
负德背义 (fu4,de2,bei4,yi4)
负恩背义 (fu4,en1,bei4,yi4)
负数 (fu4,shu4)
负气斗狠 (fu4,qi4,dou3,hen3)
负累 (fu4,lei4)
负荷 (fu4,he4)
贡禹弹冠 (gong4,yu3,tan2,guan1)
财不露白 (cai2,bu4,lu4,bai2)
财会 (cai2,kuai4)
财大气粗 (cai2,da4,qi4,cu4)
财长 (cai2,zhang3)
责难 (ze2,nan4)
败兴 (bai4,xing4)
败军之将 (bai4,jun1,zhi1,jiang4)
败国丧家 (bai4,guo2,sang4,jia1)
败将 (bai4,jiang4)
败血 (bai4,xue4)
败血病 (bai4,xue4,bing4)
败血症 (bai4,xue4,zheng4)
败露 (bai4,lu4)
货而不售 (huo5,er5,bu4,shou4)
质伛影曲 (zhi4,yu3,ying3,qu1)
质因数 (zhi4,yin1,shu4)
质当 (zhi4,dang4)
质数 (zhi4,shu4)
质朴 (zhi4,piao2)
质疑问难 (zhi4,yi2,wen4,nan4)
质的 (zhi4,di4)
贩夫皁隶 (fan4,fu1,ye3,li4)
贩夫走卒 (fan4,fu1,zou3,fu2)
贪便宜 (tan1,bian4,yi2)
贪夫狥利 (tan1,fu1,ye3,li4)
贪夫狥财 (tan1,fu1,huai2,cai2)
贪惏无餍 (tan1,lin2,wu2,yan4)
贫嘴薄舌 (pin2,zui3,bo2,she2)
贫富差距 (pin2,fu4,cha1,ju4)
贫血 (pin2,xue4)
购得 (gou4,de5)
贱骨头 (jian4,gu3,tou5)
贲星 (ben1,xing1)
贲溃 (ben1,kui4)
贲门 (ben1,men2)
贴切 (tie1,qie4)
贴着 (tie1,zhe5)
贵冠履轻头足 (gui4,guan1,lv3,qing1,tou2,zu2)
贵处 (gui4,chu3)
贵干 (gui4,gan4)
贸易逆差 (mao4,yi4,ni4,cha1)
贸易顺差 (mao4,yi4,shun4,cha1)
费劲 (fei4,jin4)
贻累 (yi2,lei4)
贼骨头 (zei2,gu2,tou5)
贾人 (gu3,ren2)
贾勇 (gu3,yong3)
贾官 (gu3,guan1)
贾欺 (gu3,qi1)
贾用 (gu3,yong4)
贾田 (gu3,tian2)
贾祸 (gu3,huo4)
贾贷 (gu3,dai4)
贾贸 (gu3,mao4)
贾资 (gu3,zi1)
贾道 (gu3,dao4)
贾马 (gu3,ma3)
资深望重 (zi1,sheng1,wang4,zhong4)
赋予 (fu4,yu3)
赍志而没 (ji1,zhi4,er2,mo4)
赎当 (shu2,dang4)
赏不当功 (shang3,bu4,dang1,gong1)
赐予 (ci4,yu3)
赔不是 (pei2,bu2,shi4)
赔还 (pei2,huan2)
赚头 (zhuan4,tou5)
赚得 (zuan4,de5)
赛璐玢 (sai4,lu4,fen1)
赠予 (zeng4,yu3)
赢得 (ying2,de5)
赤崁楼 (chi4,kan3,lou2)
赤绳系足 (chi4,sheng2,ji4,zu2)
赤背 (chi4,bei4)
赤身露体 (chi4,shen1,lu4,ti3)
赤露 (chi4,lu4)
走为上策 (zou3,wei2,shang4,ce4)
走为上计 (zou3,wei2,shang4,ce4)
走吧 (zou3,ba5)
走着瞧 (zou3,zhe5,qiao2)
走花溜水 (zou3,hua1,liu1,bing1)
走调 (zou3,diao4)
走调儿 (zou3,diao4,er2)
赴汤蹈火 (fu4,tang1,dao4,huo3)
赴难 (fu4,nan4)
赶得上 (gan3,de5,shang4)
赶得及 (gan3,de5,ji2)
赶活儿 (gan3,huo2,er5)
赶浪头 (gan3,lang4,tou2)
赶着 (gan3,zhe5)
赶驴 (gan3,lv3)
赶鸭子 (gan3,ya1,zi5)
赶鸭子上架 (gan3,ya1,zi5,shang4,jia4)
起偃为竖 (qi3,yan3,wei2,shu4)
起劲 (qi3,jin4)
起哄 (qi3,hong4)
起解 (qi3,jie4)
趁水和泥 (chen4,shui3,huo4,ni2)
趁空 (chen4,kong4)
趁风使柁 (chen4,feng1,shi3,duo4)
超市 (chao2,shi4)
超然独处 (chao1,ran2,du2,chu3)
趑趄 (zi1,ju1)
趑趄不前 (zi1,ju1,bu4,qian2)
趔趄 (lie4,qie4)
趟地 (tang1,di4)
趟水 (tang1,shui3)
趵突泉 (bo1,tu1,quan2)
趿拉 (ta1,la5)
趿拉着鞋 (ta1,la5,zhe5,xie2)
跄踉 (qiang4,liang4)
跌宕不羁 (die2,dang4,bu4,ji1)
跌弹斑鸠 (die1,dan4,ban1,jiu1)
跐着门槛 (ci3,zhe5,men2,kan3)
跑了和尚跑不了寺 (pao3,le5,he2,shang4,pao3,bu4,le5,si4)
跑了和尚跑不了庙 (pao3,le5,he2,shang4,pao3,bu4,le5,miao4)
跑码头 (pao3,ma3,tou2)
跑调 (pao3,diao4)
跑马卖解 (pao3,ma3,mai4,xie4)
跗萼载韡 (fu1,e4,zai3,wei3)
跛子 (bo3,zi5)
跟头 (gen1,tou5)
跟差 (gen1,chai1)
跟斗 (gen1,dou3)
跟着 (gen1,zhe5)
路卡 (lu4,qia3)
路子 (lu4,zi5)
路数 (lu4,shu4)
跳行 (tiao4,hang2)
跳踉 (tiao4,liang2)
踉跄 (liang4,qiang4)
踉踉跄跄 (liang4,liang4,qiang4,qiang4)
踹一脚 (chuai4,yi4,jiao3)
蹄閒三寻 (ti2,jian4,san1,xun2)
蹈其覆辙 (dao3,qi4,fu4,zhe2)
蹈锋饮血 (dao3,feng1,yin3,xue4)
蹊跷 (qi1,qiao1)
蹑蹻担簦 (nie4,jue1,dan1,deng1)
蹓跶 (liu1,da5)
蹦跶 (beng4,da5)
蹭蹬 (ceng4,deng4)
身体发肤 (shen1,ti3,fa4,fu1)
身先朝露 (shen1,xian1,chao2,lu4)
身兼数职 (shen1,jian1,shu4,zhi2)
身分 (shen1,fen4)
身单力薄 (shen1,dan1,li4,bo2)
身处险境 (shen1,chu3,xian3,jing4)
身子 (shen1,zi5)
身子骨 (shen1,zi5,gu3)
身无长物 (shen1,wu2,chang2,wu4)
躯壳 (qu1,qiao4)
躯干 (qu1,gan4)
车子 (che1,zi5)
车行道 (che1,hang2,dao4)
车载斗量 (che1,zai4,dou3,liang2)
车载船装 (che1,zai3,chuan2,zhuang1)
车马炮 (ju1,ma3,pao4)
轧机 (zha2,ji1)
轧账 (ga2,zhang4)
轧辊 (zha2,gun3)
轧钢 (zha2,gang1)
转动 (zhuan4,dong4)
转危为安 (zhuan3,wei1,wei2,an1)
转台 (zhuan4,tai2)
转嗔为喜 (zhuan3,chen1,wei2,xi3)
转圈 (zhuan4,quan1)
转子 (zhuan4,zi3)
转干 (zhuan3,gan4)
转弯抹角 (zhuan3,wan1,mo4,jiao3)
转忧为喜 (zhuan3,you1,wei2,xi3)
转悠 (zhuan4,you1)
转悲为喜 (zhuan3,bei1,wei2,xi3)
转愁为喜 (zhuan3,chou2,wei2,xi3)
转文 (zhuai3,wen2)
转来转去 (zhuan4,lai2,zhuan4,qu4)
转椅 (zhuan4,yi3)
转湾抹角 (zhuan3,wan1,mo4,jiao3)
转灾为福 (zhuan3,zai1,wei2,fu2)
转炉 (zhuan4,lu2)
转矩 (zhuan4,ju3)
转磨 (zhuan4,mo4)
转祸为福 (zhuan3,huo4,wei2,fu2)
转筋 (zhuan4,jin1)
转行 (zhuan3,hang2)
转调 (zhuan3,diao4)
转败为功 (zhuan3,bai4,wei2,gong1)
转败为成 (zhuan3,bai4,wei2,cheng2)
转败为胜 (zhuan3,bai4,wei2,sheng4)
转身 (zhuan3,shen1)
转轮 (zhuan4,lun2)
转轮手枪 (zhuan4,lun2,shou3,qiang1)
转载 (zhuan3,zai3)
转速 (zhuan4,su4)
转门 (zhuan4,men2)
轮机长 (lun2,ji1,zhang3)
轮种 (lun2,zhong4)
轮转 (lun2,zhuan4)
软和 (ruan3,huo5)
软禁 (ruan3,jin4)
软红香土 (ruan3,hong2,xiang1,yu4)
软骨头 (ruan3,gu2,tou5)
轰隆 (hong1,long1)
轸宿 (zhen3,xiu4)
轻傜薄赋 (qing1,yao1,bao2,fu4)
轻嘴薄舌 (qing1,zui3,bo2,she2)
轻才好施 (qing1,cai2,hao4,shi1)
轻率 (qing1,shuai4)
轻薄 (qing1,bo2)
轻薄无知 (qing1,bao2,wu2,zhi1)
轻薄无礼 (qing1,bao2,wu2,li3)
轻薄无行 (qing1,bao2,wu2,xing2)
轻财好义 (qing1,cai2,hao4,yi4)
轻车简从 (qing1,ju1,jian3,cong2)
轻骑简从 (qing1,ji4,jian3,cong2)
载体 (zai4,ti3)
载入史册 (zai3,ru4,shi3,ce4)
载客 (zai4,ke4)
载歌载舞 (zai4,ge1,zai4,wu3)
载荷 (zai4,he4)
载货 (zai4,huo4)
载运 (zai4,yun4)
载重 (zai4,zhong4)
载驰载驱 (zai3,chi2,zai3,qu1)
轿子 (jiao4,zi5)
较为 (jiao4,wei2)
较短量长 (jiao4,duan3,liang2,chang2)
辅世长民 (fu3,shi4,zhang3,min2)
辅相 (fu3,xiang4)
辈子 (bei4,zi5)
辈数 (bei4,shu4)
辈数儿 (bei4,shu4,er2)
输血 (shu1,xue4)
辜恩背义 (gu1,en1,bei4,yi4)
辟举 (bi4,ju3)
辟书 (bi4,shu1)
辟召 (bi4,zhao4)
辟引 (bi4,yin3)
辟谷 (bi4,gu3)
辟邪 (bi4,xie2)
辟除 (bi4,chu2)
辩难 (bian4,nan4)
辫子 (bian4,zi5)
辱国丧师 (ru3,guo2,sang4,shi1)
辱没 (ru3,mo4)
边卡 (bian1,qia3)
边塞 (bian1,sai4)
达姆弹 (da2,mu3,dan4)
迁都 (qian1,du1)
迂曲 (yu1,qu1)
过为已甚 (guo4,wei2,yi3,shen4)
过五关斩六将 (guo4,wu3,guan1,zhan3,liu4,jiang4)
过关斩将 (guo4,guan1,zhan3,jiang4)
过分 (guo4,fen4)
过半数 (guo4,ban4,shu4)
过家家 (guo1,jia1,jia1)
过屠大嚼 (guo4,tu2,da4,jue2)
过屠门而大嚼 (guo4,tu2,men2,er2,da4,jiao2)
过得去 (guo4,dei3,qu4)
过得硬 (guo4,de5,ying4)
过敏反应 (guo4,min3,fan3,ying4)
过日子 (guo4,ri4,zi5)
过犹不及 (guo4,yu3,bu4,ji2)
过都历块 (guo4,du1,li4,kuai4)
过隙白驹 (guo4,xi1,bai2,ju1)
运数 (yun4,shu4)
运智铺谋 (yun4,zhi4,pu4,mou2)
运计铺谋 (yun4,ji4,pu4,mou2)
运转 (yun4,zhuan3)
返本还元 (fan3,ben3,huan2,yuan2)
返本还源 (fan3,ben3,huan2,yuan2)
返朴还淳 (fan3,pu3,huan2,chun2)
返朴还真 (fan3,pu3,huan2,zhen1)
返还 (fan3,huan2)
还不错 (hai2,bu2,cuo4)
还乡 (huan2,xiang1)
还书 (huan2,shu1)
还价 (huan2,jia4)
还俗 (huan2,su2)
还债 (huan2,zhai4)
还元返本 (huan2,yuan2,fan3,ben3)
还击 (huan2,ji1)
还原 (huan2,yuan2)
还口 (huan2,kou3)
还嘴 (huan2,zui3)
还席 (huan2,xi2)
还年却老 (huan2,nian2,que4,lao3)
还年卻老 (huan2,nian2,que4,lao3)
还年驻色 (huan2,nian2,zhu4,se4)
还愿 (huan2,yuan4)
还我河山 (huan2,wo3,he2,shan1)
还手 (huan2,shou3)
还本 (huan2,ben3)
还朴反古 (huan2,pu3,fan3,gu3)
还淳反古 (huan2,chun2,fan3,gu3)
还淳反朴 (huan2,chun2,fan3,pu3)
还淳反素 (huan2,chun2,fan3,su4)
还淳返朴 (huan2,chun2,fan3,pu3)
还清 (huan2,qing1)
还珠买椟 (huan2,zhu1,mai3,du2)
还珠合浦 (huan2,zhu1,he2,pu3)
还珠返璧 (huan2,zhu1,fan3,bi4)
还礼 (huan2,li3)
还童 (huan2,tong2)
还算不错 (hai2,suan4,bu2,cuo4)
还给 (huan2,gei3)
还账 (huan2,zhang4)
还醇返朴 (huan2,chun2,fan3,pu3)
还钱 (huan2,qian2)
还阳 (huan2,yang2)
还魂 (huan2,hun2)
这么些 (zhe4,mo3,xie1)
这么点儿 (zhe4,me5,dian3,er5)
这么着 (zhe4,me5,zhao1)
这些 (zhei4,xie1)
这会儿 (zhe4,hui4,er5)
这山望着那山高 (zhe4,shan1,wang4,zhe5,na4,shan1,gao1)
进一步 (jin4,yi2,bu4)
进寸退尺 (jin3,cun4,tui4,chi3)
进给 (jin4,ji3)
进给量 (jin4,ji3,liang4)
进贤兴功 (jin4,xian2,xing1,gong1)
进退两难 (jin3,tui4,liang3,nan2)
进退中度 (jin4,tui4,zhong4,du4)
进退出处 (jin4,tui4,chu1,chu3)
进退消长 (jin4,tui4,xiao1,chang2)
进退触籓 (jin4,tui4,chu4,zu3)
进退跋疐 (jin4,tui4,ba2,zu3)
远不间亲 (yuan3,bu4,jian4,qin1)
远涉重洋 (yuan3,she4,chong2,yang2)
违信背约 (wei2,xin4,bei4,yue1)
违禁 (wei2,jin4)
违禁品 (wei2,jin4,pin3)
违背 (wei2,bei4)
连中三元 (lian2,zhong4,san1,yuan2)
连帙累牍 (lian2,zhi4,lei4,du2)
连杆 (lian2,gan3)
连章累牍 (lian2,zhang1,lei4,du2)
连篇累册 (lian2,pian1,lei4,ce4)
连篇累帙 (lian2,pian1,lei4,zhi4)
连篇累帧 (lian2,pian1,lei4,zhen1)
连篇累幅 (lian2,pian1,lei4,fu2)
连篇累牍 (lian2,pian1,lei3,du2)
连篇絫幅 (lian2,pian1,lei4,fu2)
连篇絫牍 (lian2,pian1,lei4,du2)
连累 (lian2,lei3)
连编累牍 (lian2,bian1,lei3,du2)
连翘 (lian2,qiao2)
连车平斗 (lian2,che1,ping2,dou3)
连载 (lian2,zai3)
连载小说 (lian2,zai3,xiao3,shuo1)
连锁反应 (lian2,suo3,fan3,ying4)
连阡累陌 (lian2,qian1,lei4,mo4)
连阶累任 (lian2,jie1,lei4,ren4)
迫击 (pai3,ji1)
迫击炮 (pai3,ji1,pao4)
迫击炮弹 (pai3,ji1,pao4,dan4)
迫切 (po4,qie4)
迭矩重规 (die2,ju3,chong2,gui1)
迷恋骸骨 (mi2,lian4,hai4,gu3)
迷糊 (mi2,hu4)
迷蒙 (mi2,meng2)
迷迷糊糊 (mi2,mi2,hu4,hu1)
追亡逐北 (zhui1,ben1,zhu2,bei3)
追捧 (zhui1,peng2)
追查 (zhui1,zha1)
追欢作乐 (zhui1,huan1,zuo4,le4)
追趋逐耆 (zhui1,qu1,zhu2,shi4)
追还 (zhui1,huan2)
追风摄景 (zhui1,feng1,nie4,jing3)
退还 (tui4,huan2)
退避三舍 (tui4,bi4,san1,she4)
适切 (shi4,qie4)
适如其分 (shi4,ru2,qi2,fen4)
适居其反 (shi4,ju2,qi2,fan3)
适应 (shi4,ying4)
适当 (shi4,dang4)
适当其冲 (shi4,dang1,qi2,chong1)
适当其时 (shi4,dang1,qi2,shi2)
适情率意 (shi4,qing2,shuai4,yi4)
逃奔 (tao2,ben4)
逃难 (tao2,nan4)
逆差 (ni4,cha1)
逆行倒施 (ni4,xing2,dao4,shi1)
选择 (xuan3,ze2)
选调 (xuan3,diao4)
透露 (tou4,lu4)
逐物不还 (zhu2,wu4,bu4,huan2)
递兴递废 (di4,xing1,di4,fei4)
递条子 (di4,tiao2,zi5)
递解 (di4,jie4)
通同一气 (tong1,tong2,yi1,yi4)
通宿 (tong1,xiu3)
通文调武 (tong1,wen2,diao4,wu3)
通红 (tong4,hong2)
通缉 (tong1,ji1)
通邑大都 (tong1,yi4,da4,dou1)
通都大邑 (tong1,du1,da4,yi4)
通铺 (tong1,pu4)
逞性妄为 (cheng3,xing4,wang4,wei2)
造因结果 (zao4,yin1,jie2,guo3)
逢人说项 (feng2,ren2,shuo1,xiang4)
逢场作乐 (feng2,chang3,zuo4,le4)
逮小偷 (dai3,xiao3,tou1)
逮捕 (dai4,bu3)
逮特务 (dai3,te4,wu4)
逮老鼠 (dai3,lao3,shu3)
逮蚊子 (dai3,wen2,zi5)
逶迤 (wei1,yi2)
逼肖 (bi1,xiao4)
逼良为娼 (bi1,liang2,wei2,chang1)
逾分 (yu2,fen4)
逾墙钻穴 (yu2,qiang2,zuan4,xue2)
逾墙钻蠙 (yu2,qiang2,zuan4,pin2)
遂心应手 (sui4,xin1,ying1,shou3)
遂迷不寤 (sui2,mi2,bu4,wu4)
遂迷不窹 (sui2,mei2,bu4,wu4)
遂非文过 (sui2,fei1,wen2,guo4)
遇难 (yu4,nan4)
遏恶扬善 (e4,e4,yan2,shan4)
遒劲 (qiu2,jing4)
道不同不相为谋 (dao4,bu4,tong2,bu4,xiang1,wei2,mou2)
道在人为 (dao4,zai4,ren2,wei2)
道德行为 (dao4,de2,xing2,wei2)
道藏 (dao4,zang4)
道行 (dao4,heng2)
道观 (dao4,guan4)
道远日暮 (dao4,yuan4,ri4,mu4)
遗世忘累 (yi2,shi4,wang4,lei3)
遗书 (wei4,shu1)
遗使 (wei4,shi3)
遗劳 (wei4,lao2)
遗少 (yi2,shao4)
遗老遗少 (yi2,lao3,yi2,shao4)
遗臭万年 (yi2,chou4,wan4,nian2)
遗臭万载 (yi2,chou4,wan4,zai3)
遣兵调将 (qian3,bing1,diao4,jiang4)
遣将调兵 (qian3,jiang1,diao4,bing1)
遥呼相应 (yao2,hu1,xiang1,ying4)
遥相呼应 (yao2,xiang1,hu1,ying4)
遭劫在数 (zao1,jie2,zai4,shu4)
遭难 (zao1,nan4)
避难 (bi4,nan4)
避难就易 (bi4,nan2,jiu4,yi4)
避难趋易 (bi4,nan2,qiu4,yi4)
避风头 (bi4,feng1,tou5)
邈处欿视 (miao3,chu3,ji1,shi4)
邋遢 (la1,ta1)
那么些 (na4,mo3,xie1)
那么点儿 (na4,me5,dian3,er5)
那么着 (na4,me5,zhao1)
那些 (nei4,xie1)
那会儿 (na4,hui4,er5)
邦以民为本 (bang1,yi3,min2,wei2,ben3)
邪不干正 (xie2,bu4,gan1,zheng4)
邪不胜正 (xie2,bu4,sheng4,zheng4)
邮差 (you2,chai1)
邻舍 (lin2,she4)
郢书燕说 (ying3,shu1,yan1,shuo1)
郦食其 (li4,yi4,ji1)
部分 (bu4,fen4)
部分切除 (bu4,fen4,qie1,chu2)
部将 (bu4,jiang4)
部长 (bu4,zhang3)
都中纸贵 (du1,zhong1,zhi3,gui4)
都城 (du1,cheng2)
都头异姓 (du1,tou2,yi4,xing4)
都察院 (du1,cha2,yuan4)
都尉 (du1,wei4)
都市 (du1,shi4)
都江堰 (du1,jiang1,yan4)
都督 (du1,du1)
都统 (du1,tong3)
鄙于不屑 (bi3,yu2,bu4,xie4)
鄙夷不屑 (bi3,yi2,bu4,xie4)
鄙薄 (bi3,bo2)
酋长 (qiu2,zhang3)
酌处 (zhuo2,chu3)
配乐 (pei4,yue4)
配称 (pei4,chen4)
配给 (pei4,ji3)
配角 (pei4,jue2)
配调 (pei4,diao4)
配载 (pei4,zai3)
酒晕 (jiu3,yun4)
酒曲 (jiu3,qu1)
酒铛 (jiu3,cheng1)
酒铺 (jiu3,pu4)
酢浆草 (cu4,jiang1,cao3)
酩酊 (ming3,ding3)
酩酊大醉 (ming3,ding3,da4,zui4)
酩酊烂醉 (ming3,ding3,lan4,zui4)
酬和 (chou2,he4)
酬应 (chou2,ying4)
醇厚 (chun2,hou2)
醇朴 (chun2,piao2)
醉翁之意不在酒 (zui4,weng1,zhi1,yi4,bu2,zai4,jiu3)
醋劲儿 (cu4,jin4,er5)
醒豁 (xing3,huo4)
采地 (cai4,di4)
采邑 (cai4,yi4)
釉子 (you4,zi5)
释卷 (shi4,juan4)
释知遗形 (shi4,shi4,yi2,xing2)
释迦牟尼 (shi4,jia1,mu4,ni2)
里外夹攻 (li3,wai4,jia1,gong1)
里头 (li3,tou5)
里子 (li3,zi5)
里应外合 (li3,ying4,wai4,he2)
里弄 (li3,long4)
里挑外撅 (li3,tiao3,wai4,jue1)
里长 (li3,zhang3)
重三叠四 (chong2,san1,die2,si4)
重三迭四 (chong2,san1,die2,si4)
重九 (chong2,jiu3)
重九登高 (chong2,jiu3,deng1,gao1)
重修 (chong2,xiu1)
重修旧好 (chong2,xiu1,jiu4,hao3)
重光 (chong2,guang1)
重光累洽 (chong2,guang1,lei4,qia4)
重关击柝 (chong2,guan1,ji1,tuo4)
重兴旗鼓 (chong2,xing1,qi2,gu3)
重出 (chong2,chu1)
重创 (zhong4,chuang1)
重印 (chong2,yin4)
重叠 (chong2,die2)
重合 (chong2,he2)
重唱 (chong2,chang4)
重围 (chong2,wei2)
重圆 (chong2,yuan2)
重圭叠组 (chong2,gui1,die2,zu3)
重垣叠锁 (chong2,yuan2,die2,suo3)
重垣迭锁 (chong2,yuan2,die2,suo3)
重复 (chong2,fu4)
重头 (chong2,tou2)
重头戏 (chong2,tou2,xi4)
重奏 (chong2,zou4)
重婚 (chong2,hun1)
重孙 (chong2,sun1)
重孙女 (chong2,sun1,nv3)
重审 (chong2,shen3)
重山复岭 (chong2,shan1,fu4,ling3)
重山复水 (chong2,shan1,fu4,shui3)
重山峻岭 (chong2,shan1,jun4,ling3)
重岩叠嶂 (chong2,yan2,die2,zhang4)
重岩迭障 (chong2,yan2,die2,zhang4)
重峦叠嶂 (chong2,luan2,die2,zhang4)
重峦叠巘 (chong2,luan2,die2,yan3)
重峦复嶂 (chong2,luan2,fu4,zhang4)
重峦迭嶂 (chong2,luan2,die2,zhang4)
重峦迭巘 (chong2,luan2,die2,yan3)
重庆 (chong2,qing4)
重床叠屋 (chong2,chuang2,die2,wu1)
重床叠架 (chong2,chuang2,die2,jia4)
重床迭屋 (chong2,chuang2,die2,wu1)
重床迭架 (chong2,chuang2,die2,jia4)
重建 (chong2,jian4)
重弹 (chong2,tan2)
重影 (chong2,ying3)
重手累足 (chong2,shou3,lei3,zu2)
重担 (zhong4,dan4)
重拍 (chong2,pai1)
重振旗鼓 (chong2,zhen4,qi2,gu3)
重提 (chong2,ti2)
重播 (chong2,bo1)
重操旧业 (chong2,cao1,jiu4,ye4)
重数 (chong2,shu4)
重整旗鼓 (chong2,zheng3,qi2,gu3)
重新 (chong2,xin1)
重明继焰 (chong2,ming2,ji4,yan4)
重映 (chong2,ying4)
重气徇命 (zhong4,qi4,xun4,ming2)
重沓 (chong2,ta4)
重洋 (chong2,yang2)
重温 (chong2,wen1)
重温旧业 (chong2,wen1,jiu4,ye4)
重温旧梦 (chong2,wen1,jiu4,meng4)
重演 (chong2,yan3)
重熙累叶 (chong2,xi1,lei3,ye4)
重熙累洽 (chong2,xi1,lei3,qia4)
重熙累盛 (chong2,xi1,lei3,sheng4)
重熙累绩 (chong2,xi1,lei3,ji4)
重版 (chong2,ban3)
重犯 (chong2,fan4)
重现 (chong2,xian4)
重珪叠组 (chong2,gui1,die2,zu3)
重珪迭组 (chong2,gui1,die2,zu3)
重理旧业 (chong2,li3,jiu4,ye4)
重生父母 (chong2,sheng1,fu4,mu3)
重生爷娘 (chong2,sheng1,ye2,niang2)
重申 (chong2,shen1)
重睹天日 (chong2,du3,tian1,ri4)
重纰貤缪 (chong2,pi1,yi2,miu4)
重纸累札 (chong2,zhi3,lei4,zha2)
重组 (chong2,zu3)
重聚 (chong2,ju4)
重荷 (zhong4,he4)
重获 (chong2,huo4)
重葩累藻 (chong2,pa1,lei4,zao3)
重行 (chong2,xing2)
重裀列鼎 (chong2,yin1,lie4,ding3)
重见天日 (chong2,jian4,tian1,ri4)
重规叠矩 (chong2,gui1,die2,ju3)
重规沓矩 (chong2,gui1,ta4,ju3)
重规累矩 (chong2,gui1,lei4,ju3)
重规袭矩 (chong2,gui1,xi2,ju3)
重规迭矩 (chong2,gui1,die2,ju3)
重译 (chong2,yi4)
重起炉灶 (chong2,qi3,lu2,zao4)
重足一迹 (chong2,zu2,yi1,ji4)
重足屏息 (chong2,zu2,bing3,xi1)
重足屏气 (chong2,zu2,bing3,qi4)
重足累息 (chong2,zu2,lei4,xi1)
重足而立 (chong2,zu2,er2,li4)
重蹈覆辙 (chong2,dao3,fu4,zhe2)
重载 (chong2,zai3)
重返 (chong2,fan3)
重述 (chong2,shu4)
重迹屏气 (chong2,ji4,bing3,qi4)
重逢 (chong2,feng2)
重重 (chong2,chong2)
重金兼紫 (chong2,jin1,jian1,zi3)
重金袭汤 (chong2,jin1,xi2,tang1)
